Nitrogen,Phosphorus,Potassium,pH,Humidity,Temperature,Soil Type,Period of Month,Crop
67.46,175.89,55.94,7.45,61.22,25.97,Loamy,Zaid,Pumpkin
96.84,27.52,108.92,5.72,78.41,39.49,Loamy,Kharif,Cabbage (Hills)
27.53,63.7,33.64,5.86,39.49,37.04,Silty,Kharif,Plains
14.67,43.71,31.8,7.6,75.45,24.53,Loamy,Kharif,Small onion
61.87,187.07,85.69,6.89,86.36,31.26,Loamy,Kharif,Bitter gourd
87.15,21.26,78.51,7.81,65.68,18.66,Loamy,Kharif,Colocasia
141.65,153.41,126.42,7.18,53.75,34.5,Loamy,Kharif,Muskmelon
33.03,55.93,62.38,5.07,63.41,23.63,Loamy,Zaid,Watermelon
19.89,46.23,145.45,5.38,69.15,35.93,Clayey,Kharif,Cauliflower (Hills)
142.45,116.06,148.03,6.17,64.71,25.39,Loamy,Kharif,Bitter gourd
45.41,198.34,113.6,5.02,85.78,21.36,Loamy,Kharif,Chilli
103.55,112.27,78.0,7.28,38.04,23.32,Sandy,Kharif,French beans
125.7,150.89,114.58,6.14,70.16,31.41,Sandy,Kharif,Gherkin
126.06,11.2,44.24,6.22,52.79,18.82,Silty,Kharif,Bellar y onion
61.6,120.26,41.23,5.17,38.17,18.57,Silty,Zaid,Pumpkin
31.06,68.52,102.61,5.46,79.34,28.61,Loamy,Kharif,Bhendi
91.86,84.37,125.2,6.28,52.72,36.61,Sandy,Kharif,Plains
113.53,66.91,134.65,5.84,54.71,26.12,Clayey,Zaid,Pumpkin
96.99,101.83,140.81,5.82,69.43,34.03,Clayey,Kharif,Radish
21.45,22.29,76.82,6.94,71.9,34.21,Loamy,Kharif,Bhendi
15.46,73.06,36.91,6.61,43.03,27.93,Silty,Kharif,French beans
125.5,29.56,59.01,7.71,68.91,24.92,Clayey,Kharif,Bellar y onion
62.81,53.02,71.57,6.44,31.12,36.0,Loamy,Rabi,Potato
18.19,183.78,48.03,7.24,46.73,19.13,Loamy,Kharif,Gherkin
36.13,53.35,110.67,6.23,62.25,26.9,Loamy,Kharif,Bitter gourd
47.98,182.71,31.2,7.0,85.09,27.78,Loamy,Kharif,Tapioca (Irrigated crops)
54.75,180.78,62.99,5.3,30.06,18.0,Silty,Kharif,Muskmelon
44.06,41.33,90.08,5.96,54.64,35.99,Silty,Kharif,Beetroot
113.56,197.85,23.1,7.27,75.78,17.1,Silty,Zaid,Tomato
73.0,147.54,137.83,5.22,57.99,24.11,Clayey,Zaid,Watermelon
112.13,62.99,67.88,6.86,73.73,16.67,Silty,Kharif,Chilli
51.96,40.71,36.32,5.17,86.13,31.55,Sandy,Kharif,Muskmelon
114.9,43.27,14.95,5.73,38.45,29.28,Sandy,Kharif,Cabbage (Hills)
140.32,194.95,73.12,7.56,59.83,20.35,Silty,Kharif,Radish
56.01,74.6,129.2,6.79,80.72,16.82,Loamy,Zaid,Cucumber
17.73,55.68,55.72,6.3,57.46,27.17,Clayey,Kharif,Plains
38.47,34.23,128.31,5.81,56.92,20.61,Clayey,Kharif,Beetroot
86.62,100.69,102.56,5.04,47.63,23.98,Loamy,Kharif,Broad beans
116.04,192.67,64.76,6.23,78.86,33.68,Sandy,Rabi,Peas
97.51,40.1,130.03,5.36,64.82,30.2,Clayey,Kharif,Colocasia
43.76,101.64,12.01,7.24,43.52,29.53,Sandy,Kharif,French beans
115.66,196.84,118.12,7.16,31.89,36.51,Silty,Kharif,Cabbage (Hills)
72.38,140.54,12.55,5.7,50.53,21.35,Silty,Kharif,Bellar y onion
144.06,152.77,117.06,6.76,32.98,34.91,Silty,Kharif,Bhendi
47.24,172.12,20.51,6.6,75.84,36.47,Sandy,Kharif,Broad beans
27.79,139.91,136.45,7.58,64.62,22.69,Loamy,Kharif,Dioscorea
137.12,179.57,75.06,6.99,54.09,38.98,Sandy,Kharif,Beetroot
86.21,71.8,18.02,7.51,70.98,33.35,Sandy,Kharif,Cluster beans
146.71,189.15,52.41,6.75,88.3,20.21,Silty,Kharif,Cabbage (Hills)
70.05,172.9,58.19,6.09,60.48,15.97,Loamy,Kharif,Cauliflower (Hills)
101.06,58.02,66.74,5.04,45.31,22.31,Silty,Kharif,Radish
71.48,20.17,40.15,6.74,77.51,39.36,Sandy,Kharif,Small onion
143.23,62.44,28.79,6.22,34.96,28.37,Silty,Kharif,Bhendi
112.38,160.19,117.87,5.24,78.27,20.94,Silty,Kharif,French beans
125.65,170.18,23.99,6.98,44.78,23.72,Sandy,Kharif,Small onion
32.4,119.86,40.19,7.39,33.96,28.01,Silty,Kharif,Bottle gourd
102.56,151.5,131.1,5.2,30.31,30.91,Silty,Kharif,Snake gourd
95.96,43.39,14.81,5.75,85.34,18.14,Sandy,Zaid,Tomato
48.54,26.2,11.22,8.0,73.9,26.72,Clayey,Kharif,Muskmelon
96.65,131.27,79.83,6.07,54.61,39.26,Loamy,Kharif,Chilli
141.11,99.72,33.88,7.18,74.34,15.2,Loamy,Kharif,Radish
83.02,78.42,131.24,7.41,77.74,37.52,Clayey,Kharif,Bhendi
143.81,163.05,16.02,5.11,42.7,27.16,Silty,Kharif,Ribbed gourd
142.10123187475824,57.21331855122526,95.51719588074933,7.331457295494282,72.96275149685323,31.55545225764364,Clayey,Annual,Sugarcane
132.73494205277484,53.61812789974771,109.36215262845978,6.807618502505028,75.4209712278884,27.667122415406705,Loamy,Annual,Sugarcane
89.26226323654402,81.55327990916858,88.94821176800659,6.724271770168938,53.128156862001134,27.251550866084084,Silty,Annual,Sugarcane
82.91030729305099,92.39852612570348,127.56694827947928,6.331492465938151,57.52991124931263,20.351338559179524,Silty,Annual,Sugarcane
138.29451276945775,77.87913155514383,81.64410014834995,6.136764367682052,68.27433759259478,28.89649611453728,Silty,Annual,Sugarcane
146.79067236936555,75.34021294006737,106.16767025439378,5.562098003077042,74.56147510721505,20.02748455545386,Silty,Annual,Sugarcane
95.10053041103994,99.58416577684378,105.00120883310188,6.061821663042055,82.47351691817245,21.33852756959412,Silty,Annual,Sugarcane
123.1507594334953,68.51572982334936,84.4003634960149,7.254531988559023,55.44415069975776,29.339284536295608,Silty,Annual,Sugarcane
111.03310455374046,54.6986242536228,120.11120605021148,5.844889556289313,54.73915094704212,25.04686159724565,Silty,Annual,Sugarcane
111.15650706487124,84.42565026217301,122.26944232065824,5.807662539900655,51.26446849822653,21.905833670472983,Clayey,Annual,Sugarcane
119.06992329166192,49.4709605027661,111.05152625580286,5.56939758167518,77.66097778431096,28.1203028802158,Clayey,Annual,Sugarcane
81.66127758634637,56.63083276106652,132.74984023046824,5.745271800992598,64.86461830460125,20.00798127826005,Loamy,Annual,Sugarcane
132.2248780772817,79.81265373610125,98.1099898937302,5.740508031971945,69.42152993560765,27.65721933558023,Clayey,Annual,Sugarcane
85.26190701150192,81.65001786950549,85.17740999353839,6.693512436676787,78.15353056803787,33.154151104837695,Loamy,Annual,Sugarcane
80.74865109168508,82.42960862511836,104.3471512215364,6.243077550471302,61.63841987226149,32.96516911830222,Silty,Annual,Sugarcane
140.5594379929601,73.66141606233683,113.26154284953438,5.984837310673574,58.15214059297464,25.5156939836981,Silty,Annual,Sugarcane
141.9656057861987,54.00104277924264,130.89029868603268,6.732548662958042,50.7943456559812,28.25562547644549,Clayey,Annual,Sugarcane
123.86419058165626,96.26013880116936,149.58988430713575,5.995317463361311,59.12130731008836,25.822444066777848,Clayey,Annual,Sugarcane
87.35113529161546,94.012660013451,142.71263709019266,5.522223622116565,75.31069245225812,20.589081035723066,Clayey,Annual,Sugarcane
129.47048747420686,58.49056428673241,99.5621461697136,6.055464505802897,73.70714022359297,34.90419195591818,Clayey,Annual,Sugarcane
133.6572962465297,57.73584256089707,124.38905256831278,7.255156149228626,50.1258889528087,25.29617393313678,Loamy,Annual,Sugarcane
149.3615984671249,81.81145041149627,82.88711644047385,7.167437111854762,54.28459926934483,25.479986710662264,Loamy,Annual,Sugarcane
124.19485430420434,92.54926462143136,118.52929375321432,6.802502906497453,50.8196150082293,29.862911493532472,Clayey,Annual,Sugarcane
141.71025656624357,61.62780843359781,124.09617910200429,6.466669724336797,83.66513473084078,26.86646833014292,Loamy,Annual,Sugarcane
87.11881725764972,90.29215795303116,134.9287673135938,5.84932761490372,59.45481587593708,34.93162694959068,Loamy,Annual,Sugarcane
118.7730648713824,46.38473620430307,94.98715522408392,5.761259470732911,54.70474202498739,28.08197021904895,Clayey,Annual,Sugarcane
96.31020716874302,91.30712095472998,149.346302242415,6.504591865061877,73.11935584413662,22.15688691267451,Loamy,Annual,Sugarcane
127.48467727765514,44.352188627768015,149.61706575458885,5.661034268396634,64.20898939413638,31.748902193014,Silty,Annual,Sugarcane
108.6503125001468,80.51319463249081,132.8127216455346,5.646311022335513,69.04484733042366,33.44952285026197,Silty,Annual,Sugarcane
86.57648353047674,94.7066137976014,81.65514785782281,7.468938840012587,78.65337224456702,28.46677318367872,Loamy,Annual,Sugarcane
128.78954234681737,62.3745879627134,254.3291293779298,5.956455402865754,62.84144307830209,22.547315635787328,Loamy,Annual,Banana
169.2084720306433,47.08923009585565,349.46002704607463,6.911709334047995,76.42088879396537,20.61994016957341,Loamy,Annual,Banana
157.16068110952074,55.23245978660917,237.95442199863868,6.189562701564424,74.26717321727838,26.66987426186237,Loamy,Annual,Banana
137.31059975015432,74.68123645018207,337.4808618249013,6.742489115876536,67.40371618180572,29.13009111116764,Loamy,Annual,Banana
104.5513744272682,67.38517113946924,348.23655675401744,6.678572276087321,63.45055933188073,25.51580339083034,Clayey,Annual,Banana
115.4545713853728,55.13661255956734,240.26041762937305,6.828182312152099,60.57925222133236,31.988518210256068,Loamy,Annual,Banana
126.45049103139036,77.54821738454751,208.875490084476,6.773945438862148,85.2465908505418,32.44536911440992,Clayey,Annual,Banana
124.8600826507375,61.98637003295293,306.04923347381896,5.639057754392446,68.70335897337017,30.7472225203862,Clayey,Annual,Banana
143.60653266783123,72.30665254504312,267.8258772294988,6.943205104308696,87.92160593267535,32.33962365876658,Loamy,Annual,Banana
162.93487479908342,46.34575813020615,320.9252189545216,6.622557620395138,62.014865700371146,20.42031995847844,Clayey,Annual,Banana
170.12114260195585,75.82011536637887,306.0645922414509,5.643453175703856,80.27237467022057,30.55225585352864,Clayey,Annual,Banana
125.84959392303745,54.64573038275256,291.2981389525494,6.972778002159638,64.57387550442394,30.803462639345007,Clayey,Annual,Banana
127.98842219837874,66.138060705861,287.8691121512591,6.584085487331229,72.92412196335546,24.984333023748416,Loamy,Annual,Banana
159.00067876738746,40.3092773259046,340.30968853831416,6.320955189767131,71.61369551200853,22.459886886693013,Clayey,Annual,Banana
153.45010560700487,61.56051317147993,256.6153562979524,6.411179824933023,68.5511565697312,33.69287668718087,Loamy,Annual,Banana
145.49374993031176,70.17369358051226,256.6468492306538,6.176991311182196,78.42232461296558,23.35873352267756,Clayey,Annual,Banana
107.57233598443176,75.04084724819054,305.1140420995566,6.300266349193268,61.29725277158205,28.343939977217364,Loamy,Annual,Banana
150.72866603468415,56.09615039056778,255.4030972115283,6.578296811719671,68.81447632478577,26.718099979751187,Clayey,Annual,Banana
173.41847564019184,50.004173238905096,346.6047782832271,6.714660986998624,83.04089494654835,21.33103446077798,Clayey,Annual,Banana
153.59915666964483,71.85933648340587,316.6553980937792,6.055057452819163,61.89534553034514,28.574511478144025,Loamy,Annual,Banana
163.15134559500615,42.28120199326703,317.39206237428266,5.604960346881078,66.14159509024293,32.688911661894664,Loamy,Annual,Banana
168.10070802907563,43.12901769923236,307.5389542070624,6.312867677273306,72.10902156228777,28.246845408906083,Clayey,Annual,Banana
170.63351736848054,45.91324848626728,248.3989940716841,6.477670858215306,82.05642885769974,25.48925701049592,Clayey,Annual,Banana
151.27972097943,65.53429000871446,295.6837475455972,5.637101056293233,88.78877782378592,33.43194137594695,Clayey,Annual,Banana
101.62652525204444,43.41501997840365,263.4293071258238,5.566905968580829,67.5831234523261,24.302664277090216,Loamy,Annual,Banana
55.19156687771013,55.78601726084408,195.4960419701962,6.261159315042642,92.17673127824892,37.97950320185942,Sandy,Annual,Coconut
81.54315652667434,39.91578634304885,166.9537350901454,6.673351003514011,75.46800575910409,26.433780113339264,Loamy,Annual,Coconut
58.03935855585656,32.51512502405835,222.167156804145,5.516806065017391,67.50623534100646,35.96886346994064,Loamy,Annual,Coconut
72.63937290697191,36.2810897161913,124.3165520579335,6.448505978751163,74.02731718685934,31.504478148196856,Sandy,Annual,Coconut
86.00969767680681,44.672755934769306,110.43968799217238,7.109286232482384,75.61888196961075,35.10597028522571,Sandy,Annual,Coconut
53.798903784248566,38.08583969224881,111.21502448275804,7.31249393227389,93.59969007828792,28.154539744659456,Sandy,Annual,Coconut
57.20085175991079,53.523151058772456,156.84707899489985,5.89434113362946,79.31740826399262,27.302117242072995,Loamy,Annual,Coconut
57.822385143024725,33.37730888422691,142.3531952403613,6.209101807800228,87.4816045061705,27.58741512290361,Sandy,Annual,Coconut
86.468153294719,45.15057860434092,243.32982864105648,7.404039576175252,92.90435381665728,28.69163706126982,Sandy,Annual,Coconut
63.538027676379805,42.212603288969866,183.498005489912,7.3281844812290355,76.89605015777617,27.44754084297137,Loamy,Annual,Coconut
85.17358007646365,47.76149263956782,242.85394281407488,6.827953603812523,65.72295384580116,25.1227656176804,Sandy,Annual,Coconut
75.76674097645665,32.81500839708567,120.6132808240756,5.863242486012903,78.55349786138228,27.59808522212539,Sandy,Annual,Coconut
96.45988744063176,50.20948019641828,145.2680394889243,6.591986200819892,87.44289517919668,31.907367331889915,Sandy,Annual,Coconut
75.32491593841036,52.89762892868586,156.13972439475904,6.748515284602557,68.0069336588279,33.05397491662748,Sandy,Annual,Coconut
97.2178693365084,34.49505768873845,210.2844865360326,5.592441214899134,75.00959920298692,27.982300597881004,Sandy,Annual,Coconut
95.7939185948888,37.18191307295327,177.12993343138618,7.115332996057373,73.17967047367235,35.278719758505126,Sandy,Annual,Coconut
82.67019339766792,47.95645098587178,111.7842544398692,5.701203355452115,92.80113025545351,27.115404376430423,Loamy,Annual,Coconut
75.41267693083365,52.1193982661974,245.7155672636489,5.769910859285515,64.91799786466062,31.015352776234348,Sandy,Annual,Coconut
77.91394777731239,50.089278173740894,228.9679878026785,6.8326255252144446,77.48455545457651,25.25980324700677,Loamy,Annual,Coconut
95.21242050123502,58.24999063158416,229.9439515997508,6.201441054490383,93.51847378238236,27.634682112243794,Loamy,Annual,Coconut
76.33714189979379,39.59291002347558,213.426167861976,6.740474702556534,85.21304755759647,22.91858799897326,Sandy,Annual,Coconut
93.3856939156558,51.422431673155856,113.92233009553873,6.842381051631962,69.81995752194297,25.522873015277096,Loamy,Annual,Coconut
81.43429412763749,56.82169156084861,217.2244961699396,7.496634030454638,89.32435293632739,32.16735381548235,Loamy,Annual,Coconut
59.50343290994379,62.55985795980087,165.74420440856233,7.490803542381899,73.04133364391986,26.15771516729629,Loamy,Annual,Coconut
62.605084796363016,40.12570904104824,243.62077309528107,7.076255467171477,83.92994844596554,33.59576969075731,Loamy,Annual,Coconut
85.1064032860665,50.51472224244887,114.97368398410651,7.03292028927796,80.65231430752486,21.366536606331085,Loamy,Annual,Arecanut
64.8757119202812,59.6086051631131,158.99800468994886,6.331575655637243,66.9856244093526,23.619186457881337,Loamy,Annual,Arecanut
62.98886464259766,32.95917985172527,159.6234966703781,7.164362694625235,77.70064717917757,24.93081676601033,Silty,Annual,Arecanut
77.39127409078702,37.39967062946556,107.43145972498452,6.9407268160328925,83.16251901366003,21.126594046442747,Silty,Annual,Arecanut
80.50998419244704,59.52815761528558,154.9190366026902,7.004137748047269,67.94504140837432,24.712856158757564,Silty,Annual,Arecanut
85.92669760166194,45.71579300502716,172.1947675249305,6.162444211864058,76.28928658836712,22.72688111236004,Silty,Annual,Arecanut
67.21796714965903,59.41622439111583,130.24438537652148,6.47966621182352,65.08679627041127,30.145351519803864,Silty,Annual,Arecanut
80.92632482435815,30.433263030737137,168.90232502155672,5.587189436029579,71.23208032581518,29.49883182971179,Silty,Annual,Arecanut
73.72717210647983,36.5164088511297,108.782400552703,6.114295477235306,68.01943941410659,21.696952343026418,Silty,Annual,Arecanut
78.69962916793035,58.4833594775437,109.13979205714168,5.92780256173615,79.20683054656953,31.17146226467177,Silty,Annual,Arecanut
57.8994405925104,43.23688993931202,190.8756802784536,5.788260765033036,68.98570848222325,30.78410259707189,Loamy,Annual,Arecanut
79.7332545882403,47.05176645730688,181.9839652645377,7.263606377570541,79.24070565606834,26.39019774929565,Silty,Annual,Arecanut
80.37645029988359,42.71629653905647,109.08822557100576,6.846936184846493,67.99695242531543,24.835468530703807,Loamy,Annual,Arecanut
53.68082195244404,56.661717261798046,158.52773038591113,6.059327033539535,79.27652490093686,25.738054097238543,Silty,Annual,Arecanut
85.9909971591837,42.33543431103112,192.8195874291076,5.957041685583249,72.40472052446137,28.01799045968572,Silty,Annual,Arecanut
70.11620966664366,44.179987067364905,124.59981486530047,7.293122652787277,66.64042650624783,29.5956258993032,Silty,Annual,Arecanut
81.19902751339103,56.3587318390978,119.13352583698904,6.350408560437398,86.42915827626236,23.726420764197616,Loamy,Annual,Arecanut
55.02449612760958,35.50391989269934,177.89644944291643,7.373090101405619,86.23107155110812,31.80613758393841,Loamy,Annual,Arecanut
58.78302867921083,48.44995775708733,155.8465768588404,6.188375444045465,81.39227905207972,30.79884553394084,Loamy,Annual,Arecanut
66.08718168970319,44.97858103976479,110.83533968617598,6.387145182519566,80.13109269340471,24.111421146451672,Silty,Annual,Arecanut
88.34169487212276,57.30313394094753,104.34026066861963,6.767433472825385,85.28814008578715,25.210411180518577,Loamy,Annual,Arecanut
83.91084092167884,48.93838352140071,124.55552504126136,7.3010169627138275,74.22922469696087,28.90832974780543,Loamy,Annual,Arecanut
65.48581162084099,34.133290916581466,118.4851248185825,5.9490054477023016,85.7926478136167,29.478190654439125,Loamy,Annual,Arecanut
83.53825798020712,37.48293235347949,154.52419846662394,7.268791650000806,83.50184729108024,31.58473147768589,Loamy,Annual,Arecanut
71.7411403761057,30.37825796338154,159.73945322773642,6.125655499582794,81.81982739561148,22.290808939926865,Silty,Annual,Arecanut
54.62014847027332,36.29297214308356,99.55011542050993,5.666726177765816,85.10152701452479,29.06768296510577,Loamy,Annual,Black Pepper
49.68469652929016,37.690597785309,62.19314116310304,5.739161351905922,89.6804941510959,22.27483737308922,Loamy,Annual,Black Pepper
58.84839110596548,46.860302258404936,96.44291884969,5.68101051804,71.86477886094582,20.2596984798468,Loamy,Annual,Black Pepper
67.00863697210295,22.05053060875879,98.152203079884,5.944925916756641,70.6920217097279,27.17891677002724,Loamy,Annual,Black Pepper
38.53029594931776,32.905502699618495,115.8598393212672,6.127559057273098,88.47409374035932,26.676628675853262,Loamy,Annual,Black Pepper
33.50977849337681,31.226917795546857,58.14939114640546,5.772768825024,88.57735021398432,21.954083451768817,Loamy,Annual,Black Pepper
56.18303264547059,27.104069697404665,107.0695917874702,6.1446457914296415,74.27555787647204,25.791014836477395,Loamy,Annual,Black Pepper
38.4659770727378,26.296799133044967,65.77826914823483,5.764281357513947,73.62816003612932,27.02603516604727,Loamy,Annual,Black Pepper
48.807955106189496,34.13891790343491,53.074155307841394,5.866495468679815,73.8747587181725,18.22820831322601,Loamy,Annual,Black Pepper
33.985073606622834,48.29628062858127,95.9354950797046,6.0552654252316565,81.58982332183305,28.22377551604251,Loamy,Annual,Black Pepper
33.66652450262087,28.71469380689448,94.84028960416964,6.079227899608847,82.43699301539588,29.308683959186737,Loamy,Annual,Black Pepper
64.23666242867701,38.55108739504462,82.77450903994318,6.192327468195116,83.11566219924296,20.66393467201511,Loamy,Annual,Black Pepper
46.39590918345003,42.58874107397226,59.49779949541045,5.793599444571537,86.53796091068473,27.85294731933424,Loamy,Annual,Black Pepper
44.84704312294329,37.20136579320666,73.78899997766996,5.929453771583061,79.92097486251379,28.98918922629765,Loamy,Annual,Black Pepper
40.78253088670888,48.07451009581534,55.32929899288759,6.484924098239669,88.34590231206238,29.26761079867183,Loamy,Annual,Black Pepper
36.39886891515903,32.737829874633015,61.31431477363604,6.459961942544296,81.26588733437754,24.27375307825096,Loamy,Annual,Black Pepper
41.06918728330752,22.40357431406889,86.81978812535384,5.677904201048072,74.62807291048904,21.08128419182079,Loamy,Annual,Black Pepper
52.51720013636873,39.66620207441508,104.32198355578316,5.629389201690402,76.01005005369842,25.29440299162455,Loamy,Annual,Black Pepper
33.23644232236354,30.054496007910306,79.45087840958037,5.66791943779671,72.98510073915686,27.950546652066286,Loamy,Annual,Black Pepper
67.78416538982651,25.549876243503714,108.2664866639432,5.991543774276059,82.89696864252838,25.100754015649905,Loamy,Annual,Black Pepper
48.36542881771197,29.65886651360915,105.58449591824116,5.878464669099619,83.59744715054018,29.95938637382169,Loamy,Annual,Black Pepper
34.58173376568826,26.284399180038186,109.92689141451736,6.114217456774285,86.57767275623561,24.27963689384352,Loamy,Annual,Black Pepper
67.54510780612715,28.92985236665801,79.296993317149,6.475808517470827,85.60365680995817,24.14406276171949,Loamy,Annual,Black Pepper
69.64367879682291,45.37129983359235,111.54106451669828,5.591840518034155,82.6668127793463,29.03834910061549,Loamy,Annual,Black Pepper
35.94373994353378,23.05461130767846,67.11819094666451,6.437381438621875,82.13189478241169,18.84468608169043,Loamy,Annual,Black Pepper
40.24679229103416,28.6939085628928,137.76293342247465,4.7827656672796985,74.22699892691057,29.24150303490545,Loamy,Annual,Rubber
79.17232582198683,39.98502141832192,106.6130824721697,6.440787835429654,78.91425694588614,20.99715625400505,Loamy,Annual,Rubber
60.61584901915322,23.70061659610137,130.03501109357666,4.682573608195188,80.68929205242596,29.64173829978035,Clayey,Annual,Rubber
60.08665676763937,31.93405809650336,134.30588026878388,5.0453108675699365,78.0145780261548,21.37956100412835,Clayey,Annual,Rubber
78.3090122495538,39.91502740722315,142.24182988993016,6.319656496567798,74.40559763157589,26.204911145599816,Clayey,Annual,Rubber
65.31329360250862,29.23587723306317,81.17507029081142,5.482814937106061,74.98434886163778,22.27437642191232,Loamy,Annual,Rubber
60.07273174085644,21.80671615093908,76.51205297655785,5.636899912245067,85.18445344899504,28.34936998532069,Loamy,Annual,Rubber
41.79740899507177,47.69382529683635,145.27914488602045,5.4719164405084655,76.65504682716107,29.06624341591459,Clayey,Annual,Rubber
55.7156003583253,27.838574442641622,116.13333281851894,6.3265995060625,71.54280098863146,34.472035899472175,Clayey,Annual,Rubber
38.47656277174877,48.23482075439151,107.93554007222752,5.506742956738487,75.82150014499783,29.819483372338325,Loamy,Annual,Rubber
42.16276676319696,25.969933878381585,112.82209260759164,6.360220237383983,89.2598595964963,32.4453947209053,Loamy,Annual,Rubber
35.58539172027491,30.807849166762544,86.61060091236791,5.6213181358729605,81.02183808792002,24.69957856116305,Loamy,Annual,Rubber
30.16314953804505,46.16515080062581,130.44307041906848,6.007002796339799,71.90566843196268,24.380414983395905,Loamy,Annual,Rubber
68.53241635904266,39.25264941120745,104.75094590132366,5.099728374457553,86.346568883374,23.184580233016096,Clayey,Annual,Rubber
40.47524738221867,25.491011409386093,115.0582598245658,4.950142351032027,81.2379365101073,32.02789053188257,Clayey,Annual,Rubber
79.44878229291314,33.08835157965254,104.33393366307152,5.285823512198554,75.68578000589213,27.938848382462023,Loamy,Annual,Rubber
65.7278266817765,43.63907175002801,129.15074159907553,4.803053293292475,71.13207261982367,25.373644470003683,Loamy,Annual,Rubber
65.10520569773023,28.05951120442804,81.41829894728238,6.366427081022653,89.36200249235901,30.6980399806831,Loamy,Annual,Rubber
43.39046049543532,30.55998425164426,62.606822692534806,5.370645505818384,70.64472624730668,20.611919058309542,Loamy,Annual,Rubber
46.64968687886247,40.81738884462728,129.8147136014947,4.586971063071218,77.32692730791364,22.432535229076937,Clayey,Annual,Rubber
43.8591060765857,35.62769808891677,105.65453205597773,6.468073049574367,70.01266590990826,22.05415209358896,Clayey,Annual,Rubber
43.513932096608464,44.32249631077912,107.94197824037312,5.525650131936047,82.14183111899192,31.616972978902325,Clayey,Annual,Rubber
39.906641108637984,39.65954352590031,78.55844981614393,5.6980338619802025,73.75916906043098,22.16918502401232,Clayey,Annual,Rubber
70.84757236139352,44.30264890191259,88.04836199510113,6.414380515957983,70.57163566517669,28.789916235567503,Loamy,Annual,Rubber
64.77030516472345,37.19941421285777,147.71032283623128,4.996814661113527,85.55054671004206,33.88916719276701,Loamy,Annual,Rubber
53.42123809487389,24.85013564873979,42.40995399596198,6.963844782858548,66.09127720550161,20.758912273227946,Sandy,Rabi,Barley
14.14037905606337,34.08456219760633,72.73685428614536,6.529289278102598,55.22124952931152,17.825198507409475,Silty,Rabi,Barley
11.445911727573504,44.88446038775155,42.664955085823046,5.793045042455058,55.75148684583666,29.8803441113218,Silty,Rabi,Barley
86.41422685096676,18.63954195710879,74.5868404676947,6.453912711660703,61.96220597752098,29.018917843640345,Loamy,Rabi,Barley
67.38172817661714,5.664605480743946,37.5009287510853,6.995063826193952,78.42019038882238,27.754402190945555,Loamy,Rabi,Barley
29.046996382504418,30.66496528061928,76.40480938221997,5.597191180649594,51.97177416368468,18.41256686382454,Silty,Rabi,Barley
76.89345216708091,42.71732997281693,27.22568424714138,6.717843520733138,71.64373094832143,19.50692840315624,Clayey,Rabi,Barley
82.92491343237504,42.59881332573522,12.850509021821374,6.736900523947542,63.50675332797992,19.12872796155206,Silty,Rabi,Barley
78.11840343879328,48.35693910472918,61.37243858328426,6.051909610246961,80.56608125594647,19.565610314944145,Silty,Rabi,Barley
16.31961864257076,39.16377344587706,65.58970422345303,7.1390755993645305,50.04642650534712,18.864426173768912,Silty,Rabi,Barley
40.45094046647121,36.08795231424091,78.74150344363399,5.830668601967684,85.80995510688997,32.43140026353042,Sandy,Rabi,Barley
80.75641136162537,7.729897254998757,29.44335113313977,6.581480000185341,61.68822510695807,31.56605493091689,Loamy,Rabi,Barley
53.6563953662113,11.36664527040194,42.85520142222365,5.584098695865632,76.44131600527399,34.58100173158812,Silty,Rabi,Barley
37.34615878170228,44.75230738049469,53.61481230378463,6.333786618650538,65.91023908112655,23.760160784733248,Loamy,Rabi,Barley
95.92187263852702,9.880470537740766,23.15678597168296,5.9405963656780365,86.04867743758436,22.62976321784309,Clayey,Rabi,Barley
88.11688868148626,39.25009492024669,34.89064774571427,6.4508867924182685,82.55576693657399,17.341508607678445,Loamy,Rabi,Barley
24.05844343650223,21.16767827698923,43.5479985432732,6.823193206853743,64.88154340101165,31.297606268438727,Silty,Rabi,Barley
44.29292181276057,49.42295539348557,27.980434776521125,5.748391962855475,59.673269944914495,26.832353323355843,Clayey,Rabi,Barley
68.82991446497792,47.71072166267727,34.590750790727725,5.6081095821348566,79.75635578245831,25.91011213005208,Clayey,Rabi,Barley
61.353572306447525,46.80904230666239,65.45515497499088,6.341062885475381,67.117132553383,25.260352632970864,Loamy,Rabi,Barley
35.25550856228112,47.37778257464261,47.29007671088144,6.767350668981852,81.93135277169452,28.34978937564629,Sandy,Rabi,Gram (Chickpea)
20.565069361094807,12.570010988812562,35.78724415586414,6.635232823668161,89.55193956808316,24.755152905727336,Loamy,Rabi,Gram (Chickpea)
59.67831444569908,35.69324008965543,37.08691460464897,5.847421513701448,61.88099185024538,20.46695003677545,Silty,Rabi,Gram (Chickpea)
19.995503468031966,20.977264566284013,32.149371815899684,7.45070687269563,67.96081176390972,25.64609063290653,Clayey,Rabi,Gram (Chickpea)
51.52391984416251,39.408207130070686,56.462209762966346,6.39454358683121,50.55271795880201,16.073127950215586,Loamy,Rabi,Gram (Chickpea)
85.69249076853103,31.92515532951161,13.784832614651087,7.177993702468962,75.82053193629227,17.938607088333672,Clayey,Rabi,Gram (Chickpea)
39.45935110513664,32.01983003610695,14.587550912511496,5.5259881921840615,56.84314088259277,29.611651905544672,Sandy,Rabi,Gram (Chickpea)
